ticket_id,flight_id,ticket_class,luggage_class,passenger_id,passenger_first_name,passenger_second_name,order_method,booking_date
60712047-ba70-4ac0-bdd1-70269f2c0f45,9d567cdc-5224-4162-afc7-db238861609a,Business,CarryOn,5dd05f21-e6ba-48cb-b3a5-7fb0c15cd268,Charlotte,Smith,Mobile,2023-09-09
b517661e-3790-44cf-a961-f1e4f72133b1,4df8dedb-ac04-4549-b13a-53ea163e57f8,Economy,None,50cdb671-66da-4595-a71d-8bdd8f10ce09,Emma,Martinez,Mobile,2024-10-20
979c8238-0df2-4d82-bcab-c2bff1359655,1b2da320-5811-4ce1-a1c8-71138af6356d,Economy,None,4e034754-b76f-4a56-be7f-d077903e1280,Isabella,Smith,Agent,2023-09-27
29d46a0b-72b0-459b-82a0-e41d990686ed,ee6d5584-48e3-4462-87ff-0abc4fb17ebd,Premium,CarryOn,29d34ec2-6df8-4954-987a-9d13b4900b7f,Mia,Williams,Agent,2023-03-01
fb78fa70-1d96-4e3c-bfd0-04fbf4965d24,9a7d4b0b-5dbe-47a8-ae74-2508cd248eb7,Premium,CarryOn,439ac69d-8add-44c9-938c-a39561249b55,Olivia,Williams,Mobile,2024-04-29
41aebc3b-ffb8-4347-ba75-c1b2770daef6,a60f8ec3-f3e4-45c5-8416-e685cb1a04fa,Economy,Checked,774fb42b-cf6d-4c85-93af-d3d0ccfee559,Ava,Davis,Agent,2023-07-16
6b02e4da-5652-4e0e-8df3-183a60c565d7,65297945-52cf-4a2e-aefd-85bcd4a95cd5,Business,None,907f8ee0-d54e-4936-b7af-20b4097f14ee,Charlotte,Martinez,Online,2023-02-16
81b1103c-7a7c-450d-851e-4f31f3571365,79092065-decc-4388-8a56-d7b9683b5ed0,Premium,Checked,b73b421b-0dff-4a53-9f42-2b32e088a997,William,Brown,Agent,2023-10-31
7fdcb229-eb8b-4b09-94ed-83bdb3e99829,0d2fb038-9214-41c6-a19e-6f20429e704b,Business,None,0482bd38-8cc2-4571-85ce-2666f47335b4,James,Smith,Agent,2023-12-18
e8ab1b9e-d989-4562-a8be-ce047dc74a54,a95e5dbd-55a0-48b3-9ce8-f4676f9902b3,Premium,None,877efcb8-1d0a-4a9b-931c-e49b7fe6db7b,Oliver,Williams,Mobile,2024-06-13
0bf0327a-13d6-4876-b859-744e1c9c64d6,67358c6f-30f3-4ec3-a275-847630fc1976,Business,Checked,2540b778-be76-499a-b699-b24342f93da7,Ava,Hernandez,Agent,2023-08-20
14d7cf95-c79d-4cd0-b059-651a3a84b639,d618aef7-3fd0-4733-bc63-b2ed2cc4233e,Business,CarryOn,542d9266-01e6-4cc6-9aad-4a25a9085341,Noah,Johnson,Online,2024-10-02
8f166fa3-4b97-487f-a0cd-c39edad86558,abc5ea8d-023c-4fd0-8436-340c97bca40f,Premium,None,adaff0bf-e047-42c3-980c-995cd81b5387,Olivia,Davis,Online,2024-08-12
de7a63c1-416e-4f93-9e3f-983435c76b28,ee6d5584-48e3-4462-87ff-0abc4fb17ebd,Economy,CarryOn,698a5b30-fd6b-4ba0-93e1-64c3f02767b1,Sophia,Williams,Agent,2023-11-12
eca0dab3-6361-4d6c-9409-eaf9da8e0d51,06764fb4-e4a0-4414-a846-37a28a972ac4,Premium,CarryOn,45641c8e-519e-450b-a28f-eb6d51b7e8e9,Noah,Jones,Mobile,2023-02-15
d27259c1-c088-4f9f-9576-ef03867ec90d,ee6d5584-48e3-4462-87ff-0abc4fb17ebd,Business,CarryOn,2f3caa1b-c20b-48bb-88ac-fa30983bf959,Olivia,Lopez,Online,2023-07-18
72daa775-6734-46e9-8fd4-eb0ec8beb9e8,e0250198-0fc9-4007-8a8f-832c63eec9a5,Economy,Checked,d2ddb8b4-df41-46e8-bb96-eef7116ce14a,Charlotte,Williams,Agent,2024-03-25
c4e8b9fe-613f-403a-a7dc-e73eb2d846ce,ddad1e9f-4028-4346-be06-7d4d93480468,Economy,Checked,366d1614-07f5-4d7c-91b4-cb78a4192930,Elijah,Lopez,Agent,2024-12-08
44bc2aa5-3864-4dca-83f0-6e0ff3c68e24,a60f8ec3-f3e4-45c5-8416-e685cb1a04fa,Business,None,db6d2f88-f263-46d0-9352-1d9085afe040,James,Rodriguez,Online,2023-06-12
837146f5-c922-4722-8844-4e8c458b2afc,411cc0b3-da46-4f7b-bd08-cbdbb9480059,Business,None,77a19c70-99cf-4b1b-be75-ee5e52bffa83,William,Johnson,Online,2024-05-31
75764258-7834-48b8-975d-71eb5da0b116,7a0ee103-5db5-4313-aa40-6024ccad67b9,Economy,None,e6ec5596-902c-4805-9131-3a2d4d3c3ebd,Charlotte,Davis,Mobile,2024-04-12
a88afa2d-7954-4460-8c1c-36f24bbad89c,d0be3818-fe47-4d1a-b66d-5301b8f4125d,Premium,None,ce10ab73-357f-4d21-bd12-d2223fc0768f,Liam,Smith,Agent,2024-06-08
14629e17-7c66-4996-affb-fb9c8bb3a938,33cdde30-725f-43d7-afca-888d94edb48f,Premium,CarryOn,c4649962-de71-407f-9ced-00dda2036c73,Liam,Miller,Agent,2024-03-21
b56bed66-b131-4da0-b692-4e75f5071ca7,252a6dcd-be31-4fb7-ac13-01f391be015e,Business,None,dbe9f1be-7689-4a75-95b6-5677c479073c,Liam,Rodriguez,Agent,2024-02-27
f5970ae1-7a6e-497f-8c05-4d70e4658117,65297945-52cf-4a2e-aefd-85bcd4a95cd5,Business,None,5e508400-6e10-461b-aaa4-411336697361,Charlotte,Williams,Mobile,2023-02-10
8dda40e9-2bad-42e9-9aaa-0ff08acc49e4,d1c8f034-e6ae-4f7e-ab10-0fb3dcc491df,Business,Checked,9879f6c4-3224-4601-8899-0b74d0263c3a,Olivia,Davis,Agent,2023-01-09
70b872aa-3f5a-4640-a9ce-1d438be3079d,252a6dcd-be31-4fb7-ac13-01f391be015e,Economy,Checked,dfd216ba-0e66-4cdc-a92b-a7e2af1692e8,Olivia,Miller,Online,2024-02-16
3422145a-bfae-43fb-a076-9f070e8c15cd,252a6dcd-be31-4fb7-ac13-01f391be015e,Premium,None,73dcfa6c-c11f-4d5a-8595-aae0ea1649fb,Olivia,Lopez,Agent,2024-01-30
54466f29-284f-4cc5-ab56-49806dd704f8,252a6dcd-be31-4fb7-ac13-01f391be015e,Premium,None,b4186ea8-9158-4fee-9da9-302e1e361c7a,Charlotte,Williams,Agent,2023-06-18
6ceb0852-e050-4165-83b8-b9ff5525a177,33cdde30-725f-43d7-afca-888d94edb48f,Business,CarryOn,d05940d2-d832-4383-ac57-118b60621a8c,Elijah,Garcia,Mobile,2024-08-04
392c706b-c303-4557-947b-d4e3597c3dca,42e40d9c-af2e-4fbf-b63a-c9b313661b96,Business,CarryOn,96fa2222-6a75-46d1-9abf-8bad00abe8d1,Olivia,Garcia,Agent,2023-12-22
945bbb9b-b076-4711-b830-50e79dfee556,ddad1e9f-4028-4346-be06-7d4d93480468,Economy,None,3f7c20e1-7b47-4be4-975f-b2a4676ab4ee,Emma,Lopez,Agent,2024-11-27
5d5d4a64-cb66-48d1-a297-d51552af2f8e,b9eeb661-3331-474a-ae36-c73ba0cfc07e,Business,CarryOn,dce5a5df-5f05-4cac-b683-ce405a98c029,Benjamin,Hernandez,Mobile,2024-12-16
f0295000-1d84-40d5-bb0e-299cf9cba848,5f95af6a-a4f1-439d-9d22-9cc22f6be903,Business,CarryOn,2dfbe587-a812-45c6-8404-6838afd365d0,Elijah,Garcia,Mobile,2023-04-26
6ad4e6db-2f21-42ee-b021-3b7a3c5f7e42,06764fb4-e4a0-4414-a846-37a28a972ac4,Economy,None,3f3a4d07-71fe-495a-aebd-2947ae180a55,Olivia,Brown,Agent,2024-11-01
4514b9e0-971d-4825-94a8-585b1ba86fa1,e0250198-0fc9-4007-8a8f-832c63eec9a5,Business,None,9a2e9722-8484-4780-bde9-174abe99d096,Liam,Brown,Mobile,2023-03-27
d20e22cf-662b-45f6-bed1-41eb656c79c2,d7b65a0a-92b4-4dca-9d71-fc9af1d6286b,Premium,None,f8cd38b4-2721-478a-8120-eb96ce6e9231,William,Lopez,Agent,2024-06-27
7a6c5812-e30a-4fc3-bf3c-d0c967ea0676,252a6dcd-be31-4fb7-ac13-01f391be015e,Economy,None,7812cc7a-505e-4202-b15e-dd524efbc1bc,William,Williams,Agent,2023-09-14
79f53bdb-8c70-417e-8123-353fdb8b686c,252a6dcd-be31-4fb7-ac13-01f391be015e,Premium,CarryOn,a9cd2b67-8990-43e5-b233-5c4b0747225d,Ava,Rodriguez,Agent,2024-09-26
b41c74e4-0b46-4d47-ab76-3cc733ec892d,33cdde30-725f-43d7-afca-888d94edb48f,Premium,None,dc919daf-33cf-42bb-b769-801d69ddb826,Ava,Garcia,Mobile,2024-11-20
62b937c1-fdd9-42d2-aa12-d480e7a12964,b6cdc9c8-59af-4035-b424-734d2bdcd68a,Economy,None,05fb680c-58b0-46bd-9591-2b9f071614b4,William,Smith,Agent,2023-04-20
bb35f2b9-c07f-48b6-940f-9b44f4f71ace,dd372fad-db98-4002-893a-9dd0511c069d,Premium,None,b182eb73-6cfb-469f-8127-1a64aa69ef68,Olivia,Miller,Mobile,2023-11-30
b3716ea6-bea1-474a-b578-e5cb3beea980,bb69dfc5-f196-4f28-b2be-1f98bcbdeab1,Business,CarryOn,2ca92e32-cc17-4aef-8cd7-97aafd487128,Benjamin,Lopez,Agent,2024-01-12
577ed087-1062-4847-b610-d02f39bf7569,75def785-61b5-4af7-82de-e4aaac50c579,Business,None,e2ece0f0-3fb9-49a8-998b-7045f4942251,Elijah,Davis,Mobile,2024-09-17
37b0dc13-74bf-4ccb-b7a3-d3056d6272e5,f1a184c5-f721-4194-b827-7abe2f164a07,Premium,Checked,6f416334-ff12-476b-9a3e-13449f007685,Isabella,Johnson,Agent,2024-11-19
8ff964d2-b270-4d5d-8c6b-e20b171fe463,9a7d4b0b-5dbe-47a8-ae74-2508cd248eb7,Business,None,bf243c12-b2e0-471d-b9a7-3d26387270a8,Olivia,Rodriguez,Agent,2023-05-15
6b227017-5420-4129-9580-48b045eea7c1,9a7d4b0b-5dbe-47a8-ae74-2508cd248eb7,Business,None,5a006b34-b4f7-4dd2-9156-c20a138a50bc,Noah,Hernandez,Agent,2024-09-13
cd28afbb-dfe1-4322-b621-b12025ec605a,42e40d9c-af2e-4fbf-b63a-c9b313661b96,Business,None,6b1d55d9-5341-4c8d-a222-1ab1035aeea2,Liam,Williams,Agent,2023-11-25
95f8c4ae-e85c-4040-8988-6374e8b0a893,16dee8e1-4a63-43e4-8b00-e4d817beac39,Premium,CarryOn,5dbd4b1f-6aca-4417-a4ee-a3ce4739785c,Oliver,Johnson,Agent,2024-09-01
eae2de51-4ae5-4efb-9af2-a785103246d8,4e2b4fd1-3f76-4cc1-bd8d-eff3fc129e5d,Economy,CarryOn,77cf1602-743a-40ea-922b-dabd8e47b8d7,Olivia,Rodriguez,Mobile,2023-07-25
83556878-27b6-461d-8093-a1014ad66bdd,06764fb4-e4a0-4414-a846-37a28a972ac4,Business,CarryOn,3b40619c-b1a2-474e-b0bc-9f6845802a26,Isabella,Rodriguez,Agent,2024-04-04
2fb60814-7596-4a0d-8ad8-3803886b1615,f1a184c5-f721-4194-b827-7abe2f164a07,Premium,None,7117068d-90f0-4d80-82ef-529b613e0eea,James,Johnson,Online,2024-05-29
09092d4b-e1c8-4190-b8c0-e381ec63713d,b9eeb661-3331-474a-ae36-c73ba0cfc07e,Premium,Checked,433d5721-9626-473c-8284-2be3645bd8f6,Charlotte,Rodriguez,Agent,2023-09-11
4fbdb759-0288-4d6f-886c-6fc1c0ab3a97,21a819fc-59fd-4b06-b577-927e487e147a,Premium,CarryOn,60fa1308-9e62-4b74-8615-1f4e0dbef2c3,Olivia,Hernandez,Online,2024-04-17
4edb6fda-b523-4812-9396-d52d8e889da2,d1c8f034-e6ae-4f7e-ab10-0fb3dcc491df,Economy,Checked,74f5044e-e46a-4773-a1fe-5a61094ccf54,Ava,Miller,Mobile,2023-05-15
6241f838-f8d1-4b83-83a6-7f220c399320,4a744847-2d98-4835-8aa4-e8b1947e3cae,Premium,CarryOn,c7c076bf-a81c-406a-b820-f7d66b0d4e8f,Ava,Brown,Online,2023-11-01
c6893ba2-ff31-43d6-b891-73704d80e564,56508139-48a9-46b8-8773-27355ccd8fb2,Economy,CarryOn,f5b43eec-fdaa-4ce7-8e35-9360e4b2f714,Isabella,Rodriguez,Mobile,2023-08-22
06176c7f-d84d-41bc-ab6d-19454c49905a,845b49fd-93b1-472c-9b39-112e1bb3df5d,Premium,Checked,97a4311f-7f42-4caa-8e24-7b827ab5cb24,Isabella,Miller,Online,2023-10-02
8accef1d-b583-4a32-bf17-f40165bfea96,1fb16c92-fc40-4c41-89f1-62186fe9874a,Premium,None,6d682b36-5e42-49f7-8df7-b0e80e9916e5,James,Brown,Online,2023-05-01
34d02878-9649-4f2e-8e5a-bb64709ffbe6,d7b65a0a-92b4-4dca-9d71-fc9af1d6286b,Premium,Checked,9d37d37e-202f-4168-90a7-fe3aca89975d,Noah,Martinez,Agent,2024-04-07
7730cc41-2815-4954-a5d1-e9aba2a04f49,e0250198-0fc9-4007-8a8f-832c63eec9a5,Premium,CarryOn,38395d49-187d-4bcc-b157-bbcee9289d3c,Emma,Smith,Online,2023-09-24
45a66624-6a8a-4201-8cc9-ea8a3f7fa66e,21a819fc-59fd-4b06-b577-927e487e147a,Business,CarryOn,7b66e958-f6f3-4b63-a598-7200282c4919,Isabella,Martinez,Agent,2024-05-06
fd2fd177-bbdc-4334-9b33-e140cce9d471,69fead6b-1322-4ed6-bb09-e5f2d366795e,Premium,Checked,7e28e077-3cc7-4244-8180-20393e53e304,Olivia,Johnson,Agent,2023-07-06
cec5603c-ef69-421b-8c21-c205072251b8,79092065-decc-4388-8a56-d7b9683b5ed0,Economy,Checked,b1a7d158-c1b7-4709-9c0b-de1e2cf0c47f,Elijah,Williams,Agent,2024-07-12
75201ea3-894c-4b64-be9c-63fcb1068353,bb69dfc5-f196-4f28-b2be-1f98bcbdeab1,Economy,Checked,d3db1ce3-b995-4eca-8a25-e2da943084df,Charlotte,Rodriguez,Mobile,2023-02-14
07970e6a-c82c-479d-a9dc-eaf6ef0f63e4,56508139-48a9-46b8-8773-27355ccd8fb2,Economy,Checked,226edac6-1c3d-48ec-b0ae-c8e6deae6298,Benjamin,Jones,Mobile,2023-06-23
0f2a91b5-6ab1-4ab1-9ac6-54d8884bc556,d7b65a0a-92b4-4dca-9d71-fc9af1d6286b,Business,CarryOn,4334e47b-0d67-41c0-9bce-72042e58ac50,Liam,Brown,Mobile,2023-01-24
8d43a116-4431-4377-ae96-bc391f3b0f3c,06764fb4-e4a0-4414-a846-37a28a972ac4,Premium,Checked,5e30c6df-f3ee-4ed0-89c5-2c5e394718c7,Benjamin,Garcia,Online,2024-06-18
e8528ca8-e494-4db1-a31b-c2cb46ffbc80,4df8dedb-ac04-4549-b13a-53ea163e57f8,Business,CarryOn,c7959fb3-4f38-4fec-a96e-151cb992bb74,Oliver,Davis,Agent,2024-10-30
5dc32fbc-4c16-4e61-8428-7834e1560555,a95e5dbd-55a0-48b3-9ce8-f4676f9902b3,Economy,Checked,b46cbd89-420c-4d2b-ba25-be59df5d9833,Mia,Davis,Mobile,2023-12-07
b3c1ecad-5c0a-41d9-ad44-c9da3185b4eb,411cc0b3-da46-4f7b-bd08-cbdbb9480059,Business,Checked,70b68149-9307-4c7e-b096-b5701d13bda3,William,Johnson,Mobile,2023-06-05
b9dfeb91-f1cc-4ff7-9f1f-2679e9e5dc65,9592b5a3-b96a-491a-b6b1-510fc71418ec,Economy,CarryOn,7628ee7a-d525-4de4-afdf-44de3be7ef6f,Elijah,Lopez,Mobile,2024-03-29
ad4d4fcf-f418-467c-919d-9d6d56dc9e1a,252a6dcd-be31-4fb7-ac13-01f391be015e,Premium,CarryOn,35af1ff4-5a01-4b8e-a4fc-658f5f2ce21c,Olivia,Garcia,Agent,2024-05-21
789f6bf7-00d2-4de2-9faa-e221764b424b,b9eeb661-3331-474a-ae36-c73ba0cfc07e,Premium,CarryOn,cc3cc117-aaa2-4d1e-9316-f07bd9f6fe84,William,Rodriguez,Agent,2024-05-02
8dfa9eed-4542-4524-b354-795bee9b8f26,65297945-52cf-4a2e-aefd-85bcd4a95cd5,Premium,None,bc45009c-543f-4b3c-93c4-11964d9be545,William,Smith,Online,2024-04-19
b09f17a5-0f53-4578-a693-92c3b2a6645c,75def785-61b5-4af7-82de-e4aaac50c579,Premium,None,bb974108-91de-4bd9-8596-1ebfae0420ee,Isabella,Garcia,Online,2023-04-22
89bb02c5-ddcb-45d2-aaec-f529903e75c2,d0be3818-fe47-4d1a-b66d-5301b8f4125d,Business,Checked,7ea2e083-842f-4d98-84d9-61a77f7c8d27,William,Martinez,Online,2023-12-15
993714f0-d81e-4dc0-86ec-d134778de6af,69fead6b-1322-4ed6-bb09-e5f2d366795e,Premium,CarryOn,181689c7-b64f-4c89-afee-0bbfb579c0da,Emma,Miller,Agent,2024-03-28
0b754d53-b906-4dc5-ba07-90df9e37bb71,65297945-52cf-4a2e-aefd-85bcd4a95cd5,Business,Checked,73d6b41d-68ba-4e82-aa8e-352ad398be0b,Elijah,Lopez,Online,2024-03-11
856add82-4eda-4e04-90bd-ac97811c193c,abc5ea8d-023c-4fd0-8436-340c97bca40f,Economy,Checked,6d37727e-f621-4f48-9888-27f07297e4f4,Liam,Jones,Agent,2024-04-02
61a9c604-1dcc-4a78-9616-41e164a793b1,b6cdc9c8-59af-4035-b424-734d2bdcd68a,Business,None,77c8f088-f749-4c09-9b3a-2a2371335297,Mia,Hernandez,Agent,2024-08-07
8968454d-bf81-42a5-9f50-e1d529dbb9b3,1fb16c92-fc40-4c41-89f1-62186fe9874a,Premium,CarryOn,17e44faf-1f09-40bc-9718-fa6bc22f7926,William,Davis,Mobile,2023-07-30
5675a814-27fa-47c2-b487-de5593438d4f,b9eeb661-3331-474a-ae36-c73ba0cfc07e,Premium,CarryOn,961e83c8-e4a6-486e-acc1-1598e3db3133,Sophia,Williams,Agent,2024-07-29
962d9ab8-be88-431c-a79d-e3635f9678d1,5f95af6a-a4f1-439d-9d22-9cc22f6be903,Business,CarryOn,557affd8-cbce-4536-ae11-4a42a6054fad,Benjamin,Martinez,Online,2024-01-17
6604a7bc-bbec-4ade-b0cf-794fa3373e6b,0d2fb038-9214-41c6-a19e-6f20429e704b,Business,None,78d5fa99-7d51-486a-a8f0-beedd3a86f2d,Liam,Lopez,Mobile,2024-07-13
fc379017-aa5c-4c5c-bb45-a7e8d4b615a1,d0be3818-fe47-4d1a-b66d-5301b8f4125d,Economy,None,b859db69-d911-459c-a74c-9bdf3bf73ad7,Mia,Smith,Mobile,2024-08-03
38815b86-8b28-4b38-ad58-eea6d63f1b7b,56508139-48a9-46b8-8773-27355ccd8fb2,Business,None,75b02f87-2aa1-4583-82cf-a0257f20cbfe,Olivia,Williams,Mobile,2024-01-08
414ad2e8-479f-4376-9aec-f6914e01afc0,67358c6f-30f3-4ec3-a275-847630fc1976,Economy,Checked,27c48e38-b2b5-46bf-9244-1fd458a1ad88,Mia,Rodriguez,Online,2024-06-15
16bb833a-b9cf-4a6b-a2b7-64e4f979bfcf,79092065-decc-4388-8a56-d7b9683b5ed0,Business,Checked,29911d6a-64e4-4368-aefa-9d146a446535,Sophia,Brown,Agent,2024-01-22
5366e98f-7366-428f-9977-8b4746504eec,79092065-decc-4388-8a56-d7b9683b5ed0,Economy,Checked,30b68174-88eb-4782-82d8-34c6c504c642,Elijah,Hernandez,Mobile,2024-08-04
5d15756e-50de-4b50-861c-6c4f66c21ddc,8dbb7fb6-43c6-46dc-b1f4-f7417a8d8ff3,Premium,Checked,5cab67e6-e85a-4d97-a585-ac16c645a8cf,Noah,Williams,Agent,2024-04-16
5a9da49b-96a4-4f11-ba84-88de4e977ff5,252a6dcd-be31-4fb7-ac13-01f391be015e,Business,None,6109c1e1-c74a-4549-ac6b-af0617e5ee7d,Benjamin,Williams,Online,2023-04-21
ef3aced9-1f8c-4ca4-8576-799aee9e0400,8dbb7fb6-43c6-46dc-b1f4-f7417a8d8ff3,Economy,Checked,e66995e6-0e8c-4796-8158-a2492738daa9,Olivia,Davis,Agent,2023-09-26
2ac49d75-e9be-4fa0-a7a0-c9ef60799132,32241677-931f-4e23-a6a2-106fd6d3423b,Business,CarryOn,c59e1874-e794-43b9-8369-8714a192df71,Olivia,Johnson,Agent,2024-07-06
29fbc355-2806-440b-b834-10a6e575a123,9a7d4b0b-5dbe-47a8-ae74-2508cd248eb7,Economy,Checked,9534ff38-01b2-43f5-b106-5db342bb8936,Isabella,Lopez,Mobile,2023-08-18
6cf0b4e0-f00b-4dd1-9500-03d5b9218e44,e0250198-0fc9-4007-8a8f-832c63eec9a5,Economy,CarryOn,cef1df7d-e684-44a9-935b-d42d6b2d13cb,Elijah,Hernandez,Online,2024-04-11
2fb81561-ba53-4401-9513-e8891912f518,e41e677f-f2f4-4b76-b9d6-ca6287727c12,Economy,None,e8c93362-a73b-4771-8c78-c9715f99f0e1,Mia,Jones,Online,2024-09-08
7c62af0c-6f4b-4d6f-88d0-63254327338f,4a744847-2d98-4835-8aa4-e8b1947e3cae,Premium,None,ce9200c4-fcbb-46ec-ab18-c82ba2618ccb,Liam,Martinez,Mobile,2023-03-12
086ac7ef-1568-4379-97d8-acdf844467d7,1fb16c92-fc40-4c41-89f1-62186fe9874a,Economy,Checked,400de653-9e16-49ae-be11-cde23afe1176,Benjamin,Williams,Mobile,2024-02-10
6b82adfc-23a8-4461-90ff-9a2cdad93232,5f95af6a-a4f1-439d-9d22-9cc22f6be903,Premium,None,67938dca-11e0-444a-889a-0ffcbe701709,Benjamin,Hernandez,Agent,2024-06-08
36199a55-50e6-42b2-88b8-52399c0751f1,a5ad41e2-95e7-4565-965a-a718a46a5f56,Economy,None,5329fe0c-a60d-4a8c-9364-700eb2e2eb16,Benjamin,Miller,Agent,2024-09-09
7a55534d-63bc-4c9e-9422-40ba1cd89638,9d567cdc-5224-4162-afc7-db238861609a,Business,CarryOn,bc7dc2d2-151e-4d3a-bf0c-725bb4aa6c05,Noah,Lopez,Agent,2024-04-02
e719de40-b0bf-4561-bacc-1bd84abe6d0b,16dee8e1-4a63-43e4-8b00-e4d817beac39,Premium,None,2deb3e66-9671-42ab-bd77-d643b4a5d1b1,Liam,Williams,Mobile,2023-12-21
0cbeab4e-8648-4c3a-952c-858fe3b84103,9a7d4b0b-5dbe-47a8-ae74-2508cd248eb7,Economy,CarryOn,5053856e-f63d-443d-a97e-811dcbbe181b,Sophia,Johnson,Online,2024-09-21
688866bf-4f12-472b-be9e-cfa5b1d0d59c,dd372fad-db98-4002-893a-9dd0511c069d,Premium,None,37636fb6-3856-4555-870d-93ec56654316,Oliver,Williams,Mobile,2023-01-10
1efe9e60-a71c-406d-a17f-b28b67e3ed15,0a4ceac1-0311-4428-844d-5623f322153c,Economy,Checked,2da91ea2-09af-4841-aa24-5756e789310d,William,Smith,Mobile,2024-12-09
28604f30-3f57-42a5-acec-12d6e4dec5ab,33cdde30-725f-43d7-afca-888d94edb48f,Premium,CarryOn,5b1b1b9d-d4ad-4a37-a9cb-08c1e3aa4b33,Sophia,Smith,Mobile,2024-12-06
c408edc9-25e9-4d36-ae58-ba87a0b3e5a5,252a6dcd-be31-4fb7-ac13-01f391be015e,Premium,CarryOn,c00804ca-4e55-4180-a474-f98d6257fc43,Ava,Williams,Online,2023-05-24
c2f4bbb5-a80e-49f1-9dfa-2c4a776250b5,06764fb4-e4a0-4414-a846-37a28a972ac4,Economy,None,815ff534-f2ad-440a-bc87-13cdbd5f081a,Charlotte,Garcia,Online,2024-12-30
601592bb-b96c-4ffd-89a7-829b717af5bd,e0250198-0fc9-4007-8a8f-832c63eec9a5,Premium,Checked,12c95ebd-7e56-477b-ad3f-1c5eaa0d0fe7,James,Garcia,Mobile,2023-07-24
