customer_id,first_name,last_name,loyalty_tier,effective_date,end_date,current_flag
C0051,Grace,Williams,Silver,2022-07-28,,Y
C0052,Alice,Jones,Gold,2021-03-17,,Y
C0053,Charlie,Brown,Gold,2021-06-02,,Y
C0054,Alice,Williams,Platinum,2021-08-08,,Y
C0055,Bob,Brown,Silver,2021-01-23,,Y
C0056,Charlie,Wilson,Platinum,2021-08-20,,Y
C0057,Charlie,Rodriguez,Silver,2021-01-05,,Y
C0058,Hank,Williams,Gold,2021-07-13,2022-01-11,N
C0058,Hank,Williams,Platinum,2022-01-11,,Y
C0059,Diana,Miller,Platinum,2022-08-28,,Y
C0060,Frank,Jones,Gold,2022-11-13,2023-03-30,N
C0060,Frank,Jones,Silver,2023-03-30,,Y
C0061,Alice,Davis,Silver,2022-02-21,2022-11-04,N
C0061,Alice,Davis,Gold,2022-11-04,,Y
C0062,Jane,Rodriguez,Gold,2021-06-19,2022-05-18,N
C0062,Jane,Rodriguez,Platinum,2022-05-18,,Y
C0063,Jane,Brown,Platinum,2022-09-02,,Y
C0064,Diana,Rodriguez,Silver,2021-11-20,,Y
C0065,Diana,Jones,Platinum,2022-07-31,2023-07-17,N
C0065,Diana,Jones,Gold,2023-07-17,,Y
C0066,John,Garcia,Gold,2021-04-17,2021-08-16,N
C0066,John,Garcia,Silver,2021-08-16,,Y
C0067,Eve,Davis,Platinum,2021-08-29,2022-01-14,N
C0067,Eve,Davis,Gold,2022-01-14,,Y
C0068,Bob,Johnson,Platinum,2021-04-29,,Y
C0069,Eve,Johnson,Silver,2022-03-08,,Y
C0070,Frank,Garcia,Silver,2022-04-09,,Y
C0071,John,Jones,Silver,2022-07-08,2023-06-29,N
C0071,John,Jones,Platinum,2023-06-29,,Y
C0072,Bob,Jones,Gold,2021-11-29,,Y
C0073,Alice,Johnson,Silver,2021-05-03,,Y
C0074,Frank,Davis,Gold,2022-10-24,2023-05-07,N
C0074,Frank,Davis,Silver,2023-05-07,,Y
C0075,Grace,Williams,Platinum,2021-12-18,,Y
C0076,Alice,Johnson,Gold,2021-05-13,,Y
C0077,Charlie,Miller,Silver,2021-08-19,,Y
C0078,Hank,Williams,Platinum,2021-01-10,,Y
C0079,Bob,Garcia,Gold,2021-10-19,,Y
C0080,Bob,Jones,Platinum,2022-12-21,2023-05-07,N
C0080,Bob,Jones,Silver,2023-05-07,,Y
C0081,Bob,Rodriguez,Silver,2022-08-26,,Y
C0082,Hank,Williams,Gold,2021-12-25,,Y
C0083,John,Jones,Platinum,2022-03-09,,Y
C0084,Diana,Wilson,Silver,2022-05-30,,Y
C0085,Charlie,Williams,Gold,2021-03-19,,Y
C0086,Frank,Jones,Silver,2021-05-13,2021-08-12,N
C0086,Frank,Jones,Gold,2021-08-12,,Y
C0087,Charlie,Brown,Platinum,2021-03-09,,Y
C0088,John,Rodriguez,Platinum,2022-07-25,2023-03-20,N
C0088,John,Rodriguez,Gold,2023-03-20,,Y
C0089,Diana,Williams,Silver,2022-11-16,,Y
C0090,Charlie,Wilson,Silver,2022-02-13,,Y
C0091,John,Miller,Gold,2021-07-02,,Y
C0092,Diana,Miller,Gold,2022-09-21,,Y
C0093,Grace,Garcia,Platinum,2022-12-11,2023-11-11,N
C0093,Grace,Garcia,Gold,2023-11-11,,Y
C0094,John,Smith,Silver,2021-10-13,2021-11-27,N
C0094,John,Smith,Platinum,2021-11-27,,Y
C0095,Diana,Davis,Gold,2021-02-12,,Y
C0096,Bob,Rodriguez,Platinum,2021-08-22,,Y
C0097,Jane,Rodriguez,Platinum,2021-08-17,,Y
C0098,Charlie,Johnson,Platinum,2021-06-25,,Y
C0099,Grace,Smith,Silver,2022-01-22,2022-05-05,N
C0099,Grace,Smith,Gold,2022-05-05,,Y
C0100,Bob,Johnson,Gold,2021-12-30,,Y
C0101,Bob,Miller,Gold,2022-05-11,,Y
C0102,John,Smith,Gold,2021-08-08,2022-08-07,N
C0102,John,Smith,Silver,2022-08-07,,Y
C0103,Charlie,Smith,Platinum,2021-01-06,,Y
C0104,Alice,Garcia,Gold,2022-12-02,,Y
C0105,John,Smith,Platinum,2021-01-27,2021-09-19,N
C0105,John,Smith,Silver,2021-09-19,,Y
C0106,Grace,Miller,Silver,2022-03-06,,Y
C0107,Jane,Wilson,Silver,2021-03-25,,Y
C0108,Diana,Garcia,Silver,2021-07-28,,Y
C0109,Hank,Garcia,Platinum,2021-02-03,2021-08-31,N
C0109,Hank,Garcia,Silver,2021-08-31,,Y
C0110,Diana,Rodriguez,Silver,2022-09-19,,Y
C0111,Frank,Jones,Silver,2021-09-16,,Y
C0112,Grace,Jones,Platinum,2021-01-10,,Y
C0113,Charlie,Wilson,Platinum,2022-06-06,,Y
C0114,Bob,Williams,Gold,2021-10-15,,Y
C0115,Charlie,Garcia,Platinum,2022-10-30,,Y
C0116,Eve,Miller,Gold,2021-08-18,,Y
C0117,Hank,Wilson,Silver,2022-05-10,,Y
C0118,John,Johnson,Platinum,2021-08-20,2021-09-27,N
C0118,John,Johnson,Gold,2021-09-27,,Y
C0119,John,Wilson,Silver,2022-03-02,,Y
C0120,Bob,Wilson,Gold,2021-03-06,,Y
C0121,Alice,Smith,Gold,2022-06-29,,Y
C0122,Jane,Rodriguez,Silver,2022-09-19,,Y
C0123,Eve,Jones,Gold,2022-11-29,2023-07-15,N
C0123,Eve,Jones,Silver,2023-07-15,,Y
C0124,Jane,Wilson,Platinum,2021-05-06,,Y
C0125,Charlie,Miller,Silver,2022-02-04,,Y
C0126,Frank,Brown,Platinum,2022-07-19,,Y
C0127,Grace,Rodriguez,Platinum,2021-05-23,2021-08-17,N
C0127,Grace,Rodriguez,Silver,2021-08-17,,Y
C0128,John,Miller,Gold,2021-12-20,,Y
C0129,Eve,Brown,Silver,2021-01-07,,Y
C0130,Hank,Smith,Platinum,2022-04-14,,Y
C0131,Eve,Davis,Silver,2021-11-09,2022-11-01,N
C0131,Eve,Davis,Platinum,2022-11-01,,Y
C0132,Alice,Jones,Silver,2022-04-13,,Y
C0133,John,Smith,Platinum,2022-01-28,,Y
C0134,Hank,Brown,Silver,2021-08-13,2022-02-18,N
C0134,Hank,Brown,Gold,2022-02-18,,Y
C0135,John,Garcia,Platinum,2021-04-29,,Y
C0136,Jane,Jones,Platinum,2022-10-27,,Y
C0137,Bob,Davis,Silver,2021-05-31,,Y
C0138,Hank,Smith,Platinum,2022-03-25,2022-11-05,N
C0138,Hank,Smith,Silver,2022-11-05,,Y
C0139,Grace,Jones,Silver,2022-04-27,,Y
C0140,Charlie,Jones,Platinum,2021-06-22,,Y
C0141,Alice,Brown,Platinum,2021-12-22,,Y
C0142,John,Rodriguez,Silver,2021-02-09,2022-02-01,N
C0142,John,Rodriguez,Platinum,2022-02-01,,Y
C0143,Frank,Williams,Platinum,2022-02-04,,Y
C0144,Bob,Wilson,Silver,2022-03-20,,Y
C0145,Bob,Davis,Platinum,2021-02-09,,Y
C0146,Charlie,Rodriguez,Platinum,2022-10-24,,Y
C0147,Alice,Jones,Platinum,2022-10-01,,Y
C0148,Eve,Brown,Silver,2022-08-07,,Y
C0149,Jane,Rodriguez,Silver,2022-09-15,,Y
C0150,Frank,Miller,Gold,2021-01-26,2021-09-09,N
C0150,Frank,Miller,Platinum,2021-09-09,,Y
C0151,Alice,Garcia,Silver,2021-09-17,,Y
C0152,Charlie,Davis,Gold,2022-12-21,,Y
C0153,Hank,Wilson,Silver,2022-04-12,,Y
C0154,Hank,Brown,Platinum,2021-07-27,2022-04-20,N
C0154,Hank,Brown,Silver,2022-04-20,,Y
C0155,Frank,Miller,Platinum,2021-03-12,,Y
C0156,Eve,Brown,Platinum,2022-08-31,,Y
C0157,Eve,Jones,Gold,2022-12-07,2023-11-14,N
C0157,Eve,Jones,Silver,2023-11-14,,Y
C0158,Alice,Miller,Gold,2022-05-24,,Y
C0159,Jane,Jones,Silver,2021-01-17,2021-05-21,N
C0159,Jane,Jones,Platinum,2021-05-21,,Y
C0160,Eve,Brown,Silver,2022-06-01,,Y
C0161,Eve,Johnson,Silver,2023-01-01,,Y
C0162,John,Jones,Gold,2021-08-07,2022-01-25,N
C0162,John,Jones,Silver,2022-01-25,,Y
C0163,Bob,Smith,Platinum,2021-10-27,2021-12-15,N
C0163,Bob,Smith,Silver,2021-12-15,,Y
C0164,Alice,Brown,Silver,2022-12-15,,Y
C0165,Grace,Davis,Silver,2021-01-20,,Y
C0166,Frank,Jones,Platinum,2022-04-29,2022-12-31,N
C0166,Frank,Jones,Silver,2022-12-31,,Y
C0167,Eve,Jones,Silver,2022-11-15,2023-07-20,N
C0167,Eve,Jones,Platinum,2023-07-20,,Y
C0168,Frank,Davis,Gold,2022-07-05,,Y
C0169,Grace,Johnson,Gold,2022-07-19,2022-10-14,N
C0169,Grace,Johnson,Silver,2022-10-14,,Y
C0170,John,Wilson,Platinum,2022-02-12,,Y
C0171,John,Smith,Gold,2021-06-18,,Y
C0172,John,Davis,Silver,2022-02-28,,Y
C0173,Eve,Jones,Platinum,2022-03-29,,Y
C0174,John,Smith,Silver,2022-09-06,2022-12-12,N
C0174,John,Smith,Platinum,2022-12-12,,Y
C0175,Alice,Williams,Silver,2021-02-21,,Y
C0176,Diana,Johnson,Platinum,2021-08-24,,Y
C0177,Grace,Miller,Silver,2022-03-19,,Y
C0178,Diana,Wilson,Platinum,2021-08-19,,Y
C0179,Grace,Miller,Platinum,2022-12-14,,Y
C0180,Jane,Davis,Platinum,2022-02-06,,Y
C0181,Jane,Jones,Gold,2022-06-24,,Y
C0182,Hank,Garcia,Silver,2022-01-05,,Y
C0183,John,Davis,Platinum,2022-11-25,,Y
C0184,Jane,Johnson,Platinum,2022-07-05,,Y
C0185,Bob,Miller,Silver,2021-09-22,2022-03-09,N
C0185,Bob,Miller,Gold,2022-03-09,,Y
C0186,John,Miller,Silver,2021-01-07,,Y
C0187,John,Davis,Platinum,2021-02-20,2022-01-20,N
C0187,John,Davis,Gold,2022-01-20,,Y
C0188,Bob,Brown,Silver,2021-06-29,,Y
C0189,Alice,Garcia,Silver,2021-04-01,,Y
C0190,Frank,Miller,Silver,2022-02-16,2023-02-15,N
C0190,Frank,Miller,Platinum,2023-02-15,,Y
C0191,Diana,Davis,Gold,2021-11-12,,Y
C0192,Bob,Miller,Gold,2021-01-25,,Y
C0193,Diana,Brown,Silver,2021-02-11,2021-08-31,N
C0193,Diana,Brown,Gold,2021-08-31,,Y
C0194,John,Wilson,Silver,2021-05-09,,Y
C0195,Jane,Garcia,Platinum,2021-08-01,2021-10-19,N
C0195,Jane,Garcia,Gold,2021-10-19,,Y
C0196,Eve,Williams,Gold,2021-09-14,,Y
C0197,Bob,Brown,Gold,2021-12-11,2022-04-17,N
C0197,Bob,Brown,Platinum,2022-04-17,,Y
C0198,Eve,Wilson,Gold,2022-04-10,2022-06-07,N
C0198,Eve,Wilson,Silver,2022-06-07,,Y
C0199,Eve,Garcia,Gold,2021-11-29,,Y
C0200,Jane,Brown,Platinum,2022-01-17,,Y
C0201,Frank,Davis,Gold,2021-04-17,,Y
C0202,Grace,Brown,Silver,2021-10-23,2022-04-20,N
C0202,Grace,Brown,Gold,2022-04-20,,Y
C0203,Charlie,Johnson,Silver,2021-03-14,2021-09-18,N
C0203,Charlie,Johnson,Gold,2021-09-18,,Y
C0204,Grace,Garcia,Gold,2022-06-22,2023-03-25,N
C0204,Grace,Garcia,Silver,2023-03-25,,Y
C0205,Eve,Rodriguez,Silver,2021-07-15,,Y
C0206,Charlie,Johnson,Platinum,2022-06-03,2022-08-05,N
C0206,Charlie,Johnson,Gold,2022-08-05,,Y
C0207,Frank,Smith,Gold,2022-01-31,,Y
C0208,Bob,Wilson,Silver,2021-10-19,2022-01-24,N
C0208,Bob,Wilson,Gold,2022-01-24,,Y
C0209,Jane,Miller,Platinum,2021-08-26,,Y
C0210,Jane,Rodriguez,Silver,2022-03-27,,Y
C0211,Eve,Davis,Gold,2022-03-15,2022-07-09,N
C0211,Eve,Davis,Platinum,2022-07-09,,Y
C0212,Hank,Rodriguez,Platinum,2022-10-13,,Y
C0213,Charlie,Williams,Platinum,2022-01-02,,Y
C0214,Jane,Miller,Platinum,2021-03-06,,Y
C0215,John,Smith,Silver,2022-07-30,,Y
C0216,Grace,Brown,Gold,2022-09-03,2023-06-19,N
C0216,Grace,Brown,Silver,2023-06-19,,Y
C0217,Charlie,Rodriguez,Platinum,2022-08-29,,Y
C0218,Grace,Williams,Silver,2021-03-05,,Y
C0219,Hank,Brown,Silver,2022-01-19,2022-06-28,N
C0219,Hank,Brown,Platinum,2022-06-28,,Y
C0220,Jane,Smith,Platinum,2021-05-09,,Y
C0221,Grace,Davis,Platinum,2021-07-02,,Y
C0222,Diana,Smith,Gold,2021-12-27,,Y
C0223,Grace,Miller,Silver,2022-06-06,,Y
C0224,Jane,Jones,Platinum,2022-12-05,2023-10-14,N
C0224,Jane,Jones,Silver,2023-10-14,,Y
C0225,Hank,Wilson,Silver,2021-05-18,,Y
C0226,Diana,Johnson,Gold,2022-12-27,,Y
C0227,Diana,Miller,Platinum,2021-04-13,,Y
C0228,Hank,Wilson,Gold,2022-06-08,,Y
C0229,Bob,Brown,Silver,2022-10-14,,Y
C0230,Jane,Williams,Silver,2021-05-29,,Y
C0231,Alice,Jones,Platinum,2022-02-23,2022-08-28,N
C0231,Alice,Jones,Gold,2022-08-28,,Y
C0232,Jane,Johnson,Silver,2022-02-06,,Y
C0233,Jane,Rodriguez,Gold,2022-08-15,,Y
C0234,Alice,Smith,Gold,2022-03-27,,Y
C0235,Diana,Rodriguez,Silver,2022-05-06,,Y
C0236,Diana,Wilson,Platinum,2022-11-19,,Y
C0237,Diana,Rodriguez,Platinum,2022-02-17,2022-04-23,N
C0237,Diana,Rodriguez,Gold,2022-04-23,,Y
C0238,Charlie,Smith,Gold,2022-11-13,,Y
C0239,Hank,Garcia,Silver,2022-03-22,,Y
C0240,Frank,Brown,Silver,2021-09-28,2022-07-28,N
C0240,Frank,Brown,Platinum,2022-07-28,,Y
C0241,Frank,Smith,Silver,2021-07-09,,Y
C0242,Bob,Johnson,Gold,2022-09-14,2023-02-16,N
C0242,Bob,Johnson,Platinum,2023-02-16,,Y
C0243,Grace,Garcia,Silver,2021-10-15,,Y
C0244,Grace,Davis,Silver,2021-04-14,,Y
C0245,Charlie,Williams,Silver,2021-06-16,,Y
C0246,Bob,Davis,Gold,2021-06-04,,Y
C0247,Diana,Garcia,Platinum,2021-03-26,,Y
C0248,Frank,Wilson,Gold,2021-10-18,2021-12-02,N
C0248,Frank,Wilson,Platinum,2021-12-02,,Y
C0249,Frank,Rodriguez,Silver,2022-09-22,,Y
C0250,Charlie,Davis,Gold,2021-05-17,2022-01-04,N
C0250,Charlie,Davis,Platinum,2022-01-04,,Y
C0251,Frank,Johnson,Platinum,2022-04-09,,Y
C0252,John,Garcia,Silver,2022-04-03,,Y
C0253,Alice,Miller,Platinum,2021-02-27,,Y
C0254,Hank,Rodriguez,Silver,2022-11-04,,Y
C0255,Hank,Rodriguez,Platinum,2022-07-01,,Y
C0256,Eve,Miller,Platinum,2021-12-30,2022-11-10,N
C0256,Eve,Miller,Silver,2022-11-10,,Y
C0257,Hank,Jones,Silver,2021-02-16,2021-06-08,N
C0257,Hank,Jones,Platinum,2021-06-08,,Y
C0258,Eve,Johnson,Silver,2022-12-19,,Y
C0259,Hank,Brown,Gold,2022-09-27,,Y
C0260,Diana,Davis,Gold,2022-07-03,,Y
C0261,Grace,Jones,Platinum,2022-01-04,2022-05-18,N
C0261,Grace,Jones,Silver,2022-05-18,,Y
C0262,Frank,Rodriguez,Gold,2021-07-18,2021-11-01,N
C0262,Frank,Rodriguez,Silver,2021-11-01,,Y
C0263,Charlie,Jones,Silver,2022-01-23,2022-02-22,N
C0263,Charlie,Jones,Gold,2022-02-22,,Y
C0264,Eve,Williams,Gold,2022-10-28,2023-01-04,N
C0264,Eve,Williams,Silver,2023-01-04,,Y
C0265,Bob,Jones,Gold,2022-04-08,,Y
C0266,Bob,Brown,Silver,2021-03-21,2022-01-30,N
C0266,Bob,Brown,Gold,2022-01-30,,Y
C0267,Bob,Garcia,Platinum,2022-12-17,,Y
C0268,Grace,Jones,Platinum,2021-03-06,,Y
C0269,Grace,Wilson,Silver,2022-05-25,,Y
C0270,Alice,Garcia,Silver,2022-08-17,,Y
C0271,John,Rodriguez,Platinum,2021-07-21,,Y
C0272,Jane,Miller,Silver,2021-11-04,2022-04-04,N
C0272,Jane,Miller,Platinum,2022-04-04,,Y
C0273,Alice,Davis,Silver,2021-10-02,2022-06-01,N
C0273,Alice,Davis,Platinum,2022-06-01,,Y
C0274,Grace,Rodriguez,Silver,2022-12-09,2023-07-11,N
C0274,Grace,Rodriguez,Gold,2023-07-11,,Y
C0275,Frank,Brown,Platinum,2022-10-01,2023-02-04,N
C0275,Frank,Brown,Silver,2023-02-04,,Y
C0276,John,Johnson,Platinum,2022-05-06,,Y
C0277,Bob,Jones,Silver,2021-04-24,,Y
C0278,Charlie,Rodriguez,Gold,2022-09-25,2023-02-12,N
C0278,Charlie,Rodriguez,Platinum,2023-02-12,,Y
C0279,Frank,Williams,Gold,2021-01-28,,Y
C0280,Charlie,Williams,Silver,2022-08-04,2022-11-20,N
C0280,Charlie,Williams,Gold,2022-11-20,,Y
C0281,Alice,Davis,Silver,2022-06-28,,Y
C0282,Hank,Johnson,Platinum,2021-04-25,,Y
C0283,Grace,Johnson,Gold,2022-11-23,2023-02-02,N
C0283,Grace,Johnson,Platinum,2023-02-02,,Y
C0284,Bob,Wilson,Silver,2021-02-10,,Y
C0285,Charlie,Jones,Platinum,2021-09-04,2021-11-09,N
C0285,Charlie,Jones,Silver,2021-11-09,,Y
C0286,Hank,Davis,Silver,2022-09-22,,Y
C0287,Grace,Rodriguez,Gold,2021-02-25,,Y
C0288,Bob,Miller,Gold,2022-09-23,,Y
C0289,Bob,Smith,Platinum,2022-12-21,,Y
C0290,Diana,Johnson,Platinum,2021-01-12,,Y
C0291,Grace,Wilson,Gold,2021-05-12,,Y
C0292,Alice,Wilson,Platinum,2022-08-20,,Y
C0293,Charlie,Wilson,Silver,2021-04-01,,Y
C0294,Grace,Brown,Gold,2021-05-21,,Y
C0295,Bob,Jones,Gold,2022-04-28,,Y
C0296,John,Wilson,Platinum,2021-03-05,,Y
C0297,Diana,Garcia,Gold,2022-06-16,2023-02-12,N
C0297,Diana,Garcia,Platinum,2023-02-12,,Y
C0298,Grace,Rodriguez,Platinum,2022-06-06,2022-11-22,N
C0298,Grace,Rodriguez,Silver,2022-11-22,,Y
C0299,Diana,Smith,Gold,2021-05-15,2021-09-28,N
C0299,Diana,Smith,Silver,2021-09-28,,Y
C0300,Grace,Wilson,Platinum,2021-04-27,,Y
C0301,John,Miller,Silver,2022-11-05,,Y
C0302,Grace,Davis,Platinum,2022-06-02,,Y
C0303,John,Jones,Silver,2022-07-11,,Y
C0304,Frank,Davis,Silver,2021-09-25,2022-07-26,N
C0304,Frank,Davis,Platinum,2022-07-26,,Y
C0305,Alice,Johnson,Silver,2021-05-12,2021-12-29,N
C0305,Alice,Johnson,Gold,2021-12-29,,Y
C0306,Alice,Garcia,Platinum,2021-03-08,2021-06-26,N
C0306,Alice,Garcia,Gold,2021-06-26,,Y
C0307,Jane,Smith,Platinum,2021-06-22,2022-02-26,N
C0307,Jane,Smith,Gold,2022-02-26,,Y
C0308,Bob,Jones,Silver,2021-05-10,,Y
C0309,Jane,Davis,Silver,2021-10-16,,Y
C0310,John,Jones,Platinum,2021-12-14,,Y
C0311,Frank,Miller,Platinum,2021-07-19,2022-05-10,N
C0311,Frank,Miller,Silver,2022-05-10,,Y
C0312,Eve,Garcia,Platinum,2022-07-17,2022-08-29,N
C0312,Eve,Garcia,Gold,2022-08-29,,Y
C0313,Bob,Garcia,Silver,2022-04-25,2022-11-26,N
C0313,Bob,Garcia,Platinum,2022-11-26,,Y
C0314,John,Miller,Platinum,2022-01-11,2022-04-18,N
C0314,John,Miller,Gold,2022-04-18,,Y
C0315,Eve,Brown,Platinum,2022-05-03,,Y
C0316,Diana,Brown,Silver,2022-04-26,,Y
C0317,John,Wilson,Platinum,2021-01-31,2021-03-24,N
C0317,John,Wilson,Gold,2021-03-24,,Y
C0318,Frank,Davis,Gold,2022-09-02,,Y
C0319,Eve,Brown,Platinum,2021-06-18,2021-12-29,N
C0319,Eve,Brown,Gold,2021-12-29,,Y
C0320,Alice,Rodriguez,Platinum,2021-08-04,2022-06-04,N
C0320,Alice,Rodriguez,Gold,2022-06-04,,Y
C0321,Frank,Rodriguez,Platinum,2022-01-20,,Y
C0322,Alice,Miller,Silver,2021-12-27,,Y
C0323,John,Jones,Gold,2022-03-22,2022-11-10,N
C0323,John,Jones,Silver,2022-11-10,,Y
C0324,Frank,Garcia,Platinum,2021-11-07,,Y
C0325,Charlie,Williams,Silver,2022-10-05,,Y
C0326,John,Johnson,Silver,2021-06-13,,Y
C0327,Diana,Brown,Silver,2022-04-05,2022-09-01,N
C0327,Diana,Brown,Gold,2022-09-01,,Y
C0328,Bob,Johnson,Silver,2021-09-26,,Y
C0329,Jane,Miller,Silver,2021-03-07,,Y
C0330,Diana,Miller,Silver,2022-01-12,,Y
C0331,Hank,Williams,Silver,2021-07-27,,Y
C0332,Grace,Smith,Platinum,2021-10-08,2022-09-16,N
C0332,Grace,Smith,Silver,2022-09-16,,Y
C0333,John,Brown,Silver,2022-08-20,,Y
C0334,John,Wilson,Silver,2022-08-08,2023-02-27,N
C0334,John,Wilson,Gold,2023-02-27,,Y
C0335,John,Miller,Silver,2021-09-15,,Y
C0336,Alice,Williams,Platinum,2022-10-25,,Y
C0337,Hank,Miller,Platinum,2022-05-03,2023-02-24,N
C0337,Hank,Miller,Silver,2023-02-24,,Y
C0338,Eve,Jones,Platinum,2021-06-23,,Y
C0339,Hank,Brown,Gold,2021-06-30,2022-02-20,N
C0339,Hank,Brown,Platinum,2022-02-20,,Y
C0340,Hank,Johnson,Gold,2021-10-28,2022-01-13,N
C0340,Hank,Johnson,Silver,2022-01-13,,Y
C0341,Charlie,Davis,Gold,2022-05-22,,Y
C0342,Charlie,Brown,Platinum,2021-09-09,,Y
C0343,Diana,Wilson,Gold,2022-08-15,,Y
C0344,Eve,Wilson,Platinum,2022-06-22,,Y
C0345,Charlie,Wilson,Gold,2022-12-24,2023-07-01,N
C0345,Charlie,Wilson,Platinum,2023-07-01,,Y
C0346,Frank,Rodriguez,Silver,2022-08-23,,Y
C0347,Diana,Rodriguez,Platinum,2021-03-07,,Y
C0348,Charlie,Rodriguez,Gold,2021-06-27,,Y
C0349,Diana,Rodriguez,Gold,2022-10-18,,Y
C0350,Alice,Wilson,Silver,2021-02-08,,Y
C0351,Alice,Brown,Silver,2022-04-23,,Y
C0352,Grace,Rodriguez,Silver,2022-05-25,,Y
C0353,Frank,Rodriguez,Silver,2021-05-12,,Y
C0354,Bob,Jones,Gold,2022-02-26,,Y
C0355,Hank,Williams,Platinum,2022-01-28,2022-12-02,N
C0355,Hank,Williams,Gold,2022-12-02,,Y
C0356,Charlie,Jones,Gold,2022-10-07,2023-01-02,N
C0356,Charlie,Jones,Platinum,2023-01-02,,Y
C0357,Alice,Johnson,Silver,2022-05-25,2022-12-18,N
C0357,Alice,Johnson,Platinum,2022-12-18,,Y
C0358,Diana,Smith,Gold,2021-03-10,,Y
C0359,Bob,Rodriguez,Gold,2021-06-08,,Y
C0360,Bob,Jones,Silver,2022-09-09,,Y
C0361,Eve,Jones,Silver,2021-08-16,,Y
C0362,Bob,Smith,Gold,2022-07-10,2023-02-23,N
C0362,Bob,Smith,Silver,2023-02-23,,Y
C0363,Grace,Johnson,Gold,2021-04-25,2022-01-30,N
C0363,Grace,Johnson,Silver,2022-01-30,,Y
C0364,Charlie,Rodriguez,Gold,2022-02-14,,Y
C0365,Alice,Smith,Gold,2021-03-16,,Y
C0366,Jane,Davis,Gold,2021-09-14,,Y
